1365783861.97	0	0.000520944595337
1365783861.97	1	7.89165496826e-05
1365783861.97	2	6.19888305664e-05
1365783861.97	3	4.6968460083e-05
1365783861.97	4	0.000313997268677
1365783861.97	5	0.000781774520874
1365783861.97	6	0.00115609169006
1365783861.97	7	0.00318098068237
1365783861.97	8	0.00324892997742
1365783861.97	9	0.00324892997742
1365783862.01	10	0.00476312637329
1365783862.01	11	0.00490999221802
1365783862.01	12	0.00552582740784
1365783862.01	13	0.00614595413208
1365783862.01	14	0.00676012039185
1365783862.01	15	0.00712895393372
1365783862.01	16	0.0074610710144
1365783862.01	17	0.00802206993103
1365783862.01	18	0.00836610794067
1365783862.01	19	0.00904297828674
1365783862.01	20	0.00904703140259
1365783862.05	21	0.000746965408325
1365783862.05	22	0.000818967819214
1365783862.05	23	0.00219488143921
1365783862.05	24	0.00164699554443
1365783862.05	25	0.00156784057617
1365783862.05	26	0.00193214416504
1365783862.05	27	0.00125408172607
1365783862.06	28	0.00154685974121
1365783862.06	29	0.00138998031616
1365783862.06	30	0.00199484825134
1365783862.06	31	0.0010290145874
1365783862.06	32	0.00127983093262
1365783862.06	33	0.000669956207275
1365783862.09	34	0.000570058822632
1365783862.1	35	0.00119614601135
1365783862.1	36	0.000346899032593
1365783862.1	37	0.000264883041382
1365783862.1	38	0.00110483169556
1365783862.1	39	0.00200510025024
1365783862.1	40	0.00216889381409
1365783862.1	41	0.00278115272522
1365783862.1	42	0.00229001045227
1365783862.12	43	0.000723123550415
1365783862.13	44	0.000380039215088
1365783862.13	45	0.000756978988647
1365783862.13	46	0.00547504425049
1365783862.13	47	0.00578904151917
1365783862.13	48	0.00669717788696
1365783862.13	49	0.00650596618652
1365783862.13	50	0.00595021247864
1365783862.13	51	0.00512719154358
1365783862.17	52	0.00227403640747
1365783862.17	53	0.00253200531006
1365783862.17	54	0.00292801856995
1365783862.17	55	0.00165820121765
1365783862.17	56	0.00205302238464
1365783862.17	57	0.00252199172974
1365783862.17	58	0.00282788276672
1365783862.17	59	0.00285315513611
1365783862.17	60	0.00292706489563
1365783862.17	61	0.00294208526611
1365783862.21	62	0.000916957855225
1365783862.21	63	0.00172019004822
1365783862.21	64	0.00257515907288
1365783862.21	65	0.00361204147339
